EEG_mean,EEG_std,EEG_rms,EEG_energy,EEG_max,EEG_min,EMG_mean,EMG_std,EMG_rms,EMG_max,EMG_min
1.488415888588745e-07,4.4352639698316194e-05,4.435288944394974e-05,0.0012287785668982,0.0006131880785891,-0.0004029152947072,11.30028795268237,839.4769974234637,856.4919086809714,3723.5,-3540.0
